city_code_LAMAS,address,building_number,lat,lng,flr_area
1200,נחל צין 4,702559318,31.8953352,35.0160795,897
1200,נחל צין 42,702559330,31.894763,35.0147661,1634
1200,נחל צין 44,702559336,31.8942788,35.0112343,1727
1200,גינת יצחק רבין 45,702559572,31.8928459,35.0029378,407
1200,ישעיהו הנביא 15,702559721,31.9142025,35.00403500000001,2838.75
1200,ישעיהו הנביא 17,702559732,31.91367229999999,35.0042249,2838.75
1200,מגדל הלבנון 50,702559736,31.8952491,35.0089636,846.25
1200,ישעיהו הנביא 19,702559738,31.91367229999999,35.0042249,2838.75
1200,מגדל הלבנון 46,702559741,31.8938391,35.0093651,871.5
1200,ישעיהו הנביא 3,702559746,31.912718,35.0025574,2911.25
1200,מגדל הלבנון 48,702559751,31.8938391,35.0093651,828
1200,מגדל הלבנון 12,702559756,31.8939498,35.0075227,1289.75
1200,ישעיהו הנביא 5,702559761,31.9127309,35.0025367,2911.25
1200,מגדל הלבנון 14,702559764,31.89378839999999,35.008143,1293
1200,מגדל הלבנון 16,702559767,31.89378839999999,35.008143,1221.25
1200,ישעיהו הנביא 7,702559772,31.9129221,35.0024229,1909.75
1200,מגדל הלבנון 18,702559775,31.89378839999999,35.008143,1326.25
1200,מגדל הלבנון 2,702559780,31.894145,35.0102102,2023
1200,ישעיהו הנביא 9,702559783,31.913118,35.0022127,1909.75
1200,ישעיהו הנביא 11,702559793,31.9133529,35.0020631,1909.25
1200,מגדל הלבנון 52,702559800,31.8937886,35.0078532,1302
1200,מגדל הלבנון 4,702559802,31.8942512,35.0101045,1263
1200,ישעיהו הנביא 13,702559804,31.91621019999999,35.0022514,1909.25
1200,מגדל הלבנון 6,702560113,31.8944805,35.009962,1301.75
1200,ישעיהו הנביא 1,702560115,31.9147619,35.003601,2911.25
1200,מגדל הלבנון 38,702560123,31.89378839999999,35.008143,1357.25
1200,מגדל הלבנון 36,702560132,31.89378839999999,35.008143,1395
1200,מגדל הלבנון 34,702560142,31.89378839999999,35.008143,1261.5
1200,מגדל הלבנון 22,702560149,31.8957456,35.0080968,1294
1200,ישעיהו הנביא 6,702560155,31.9129705,35.0023703,836.25
1200,שמעון 68,702560157,31.8889435,35.0056047,1220.25
1200,מגדל הלבנון 24,702560159,31.893727,35.007711,1178.25
1200,שמעון 70,702560166,31.8868879,35.0089395,1370.5
1200,ישעיהו הנביא 8,702560167,31.9133633,35.0022047,875.5
1200,מגדל הלבנון 26,702560173,31.8938391,35.0093651,1093.25
1200,שמעון 72,702560175,31.8878294,35.0084423,1024.25
1200,מגדל הלבנון 28,702560182,31.8938391,35.0093651,1079.25
1200,שמעון 74,702560186,31.8884575,35.0074894,1206
