id,floors,stat_area
702583837,4,112
702583849,4,112
702583852,4,122
702583857,4,112
702583859,3,123
702583866,4,112
702583870,4,123
702583871,4,112
702583878,4,112
702583879,4,123
702583881,9,224
702583887,4,112
702583892,3,123
702583893,6,112
702583898,8,112
702583901,3,123
702583907,8,112
702583912,3,212
702583913,4,225
702583919,4,313
702583921,4,225
702583922,3,212
702583927,5,225
702583935,5,225
702583942,3,212
702583945,5,225
702583950,5,225
702583952,3,212
702583964,3,212
702583966,5,225
702583972,5,225
702583975,3,212
702583987,3,212
702584001,3,212
702584209,3,122
702584221,4,224
702584222,11,112
702584226,5,122
702584229,3,112
702584236,4,122
702584242,3,112
702584246,4,122
702584250,5,112
702584257,3,112
702584261,4,122
702584266,10,112
702584269,3,122
702584277,4,122
702584286,9,224
702584288,4,122
702584293,9,224
702584300,5,122
702584307,9,224
702584312,3,211
702584328,3,211
702584335,3,211
702584345,3,211
702584364,3,211
702584378,3,211
702584389,3,211
702584398,3,213
702584610,9,224
702584611,6,123
702584615,4,113
702584618,5,123
702584621,4,113
702584632,4,113
702584636,5,123
702584644,4,113
702584646,4,213
702584653,4,113
702584654,3,122
702584662,4,113
702584663,4,122
702584664,3,213
702584669,4,113
702584683,3,213
702584689,5,122
702584692,3,213
702584705,3,213
702584710,3,213
702584720,3,213
702584746,3,213
702584756,3,213
702584764,3,213
702584776,3,213
702584797,3,213
702585012,3,213
702585020,5,213
702585025,5,213
702585031,5,213
702585041,3,213
702585064,3,213
702585084,3,213
702585135,9,225
702585158,9,225
702585159,3,212
702585174,3,212
702585178,3,225
702585182,3,212
702585186,3,225
702585191,3,212
702585202,3,212
702585207,3,225
702585415,3,212
702585416,9,225
702585424,3,212
702585434,3,212
702585442,3,212
702585449,3,212
702585456,3,212
702585510,3,213
702585527,3,213
702585562,4,223
702585572,4,223
702585582,4,223
702585885,6,211
702585893,7,211
702585900,7,211
702586214,6,211
702586235,6,211
702586241,6,211
702586258,6,211
702587464,3,211
702587475,3,211
702587486,3,211
702587496,3,211
702587501,3,211
702587810,3,211
702587820,3,211
702587830,3,211
702587851,6,211
702587862,3,211
702587873,3,211
702587881,6,211
702587887,3,211
702587897,3,211
702587904,3,211
702588215,3,211
702588229,3,211
702588247,3,211
702588288,3,211
702588299,3,211
702588512,3,211
702588522,3,211
702588534,3,211
702588549,3,211
702588551,3,222
702588557,3,211
702588560,3,222
702588568,3,211
702588580,3,213
702588586,3,213
702588599,3,213
702588909,3,213
702588917,3,213
702588936,5,213
702588941,5,213
702588952,5,213
702588962,4,213
702589225,4,214
702589240,4,214
702589249,4,214
702589255,4,214
702589286,4,214
702589293,4,214
702589304,4,214
702589716,4,214
702589725,4,214
702589726,3,214
702589734,4,214
702590918,4,214
702590933,4,214
702590940,4,214
702590983,4,214
702591002,4,214
702591315,4,214
702591344,4,214
702591351,4,214
702591360,4,214
702591376,4,214
702591713,4,214
702591724,4,214
702591737,4,214
702591750,4,214
702591759,4,214
702591768,4,214
702591778,4,214
702591787,4,214
702591802,4,214
702592148,4,214
702592161,4,214
704177856,3,331
704179822,10,214
704190189,3,331
704190526,10,214
704191982,16,123
704203507,16,123
704254413,4,313
